position,source_index,db_id,difficulty,question,evidence,gold_sql,valid_sql_baseline_no_evidence,execution_match_baseline_no_evidence,normalized_exact_match_baseline_no_evidence,input_token_count_baseline_no_evidence,output_token_count_baseline_no_evidence,generation_seconds_baseline_no_evidence,predicted_sql_baseline_no_evidence,sql_error_baseline_no_evidence,pipeline_error_baseline_no_evidence,valid_sql_baseline_with_evidence,execution_match_baseline_with_evidence,normalized_exact_match_baseline_with_evidence,input_token_count_baseline_with_evidence,output_token_count_baseline_with_evidence,generation_seconds_baseline_with_evidence,predicted_sql_baseline_with_evidence,sql_error_baseline_with_evidence,pipeline_error_baseline_with_evidence,valid_sql_sft_no_evidence,execution_match_sft_no_evidence,normalized_exact_match_sft_no_evidence,input_token_count_sft_no_evidence,output_token_count_sft_no_evidence,generation_seconds_sft_no_evidence,predicted_sql_sft_no_evidence,sql_error_sft_no_evidence,pipeline_error_sft_no_evidence,valid_sql_sft_with_evidence,execution_match_sft_with_evidence,normalized_exact_match_sft_with_evidence,input_token_count_sft_with_evidence,output_token_count_sft_with_evidence,generation_seconds_sft_with_evidence,predicted_sql_sft_with_evidence,sql_error_sft_with_evidence,pipeline_error_sft_with_evidence,correct_baseline_no_evidence,valid_baseline_no_evidence,correct_baseline_with_evidence,valid_baseline_with_evidence,correct_sft_no_evidence,valid_sft_no_evidence,correct_sft_with_evidence,valid_sft_with_evidence,change_evidence_effect_base,change_evidence_effect_sft,change_sft_effect_no_evidence,change_sft_effect_with_evidence
10,10,debit_card_specializing,simple,"Is it true that more SMEs pay in Czech koruna than in euros? If so, how many more?",Amount of more SMEs = Total of SMEs pay using Currency CZK - Total of SMEs pay using Currency EUR,SELECT SUM(Currency = 'CZK') - SUM(Currency = 'EUR') FROM customers WHERE Segment = 'SME',True,False,False,326,79,2.4101402860000007,SELECT SUM(CASE WHEN T2.Currency = 'CZK' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS difference FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Segment = 'SME',,,True,False,False,349,79,2.4376839130000008,SELECT SUM(CASE WHEN T2.Currency = 'CZK' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS difference FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Segment = 'SME',,,False,False,False,326,153,10.61181774600027,SELECT SUM(CASE WHEN T2.Segment = 'SME' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.Segment = 'Consumer' THEN 1 ELSE 0 END) FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'CZK' > SUM(CASE WHEN T2.Segment = 'SME' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.Segment = 'Consumer' THEN 1 ELSE 0 END) FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'EUR',"near ""FROM"": syntax error",,True,False,False,349,77,5.25911056699988,SELECT SUM(CASE WHEN T2.Currency = 'CZK' THEN 1 ELSE 0 END) - SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Segment = 'SME',,,False,True,False,True,False,False,False,True,both_wrong,both_wrong,both_wrong,both_wrong
11,11,debit_card_specializing,moderate,How many percent of LAM customer consumed more than 46.73?,Percentage of LAM customer consumed more than 46.73 = (Total no. of LAM customers who consumed more than 46.73 / Total no. of LAM customers) * 100.,"SELECT CAST(SUM(IIF(T2.Consumption > 46.73, 1, 0)) AS FLOAT) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM'",True,True,False,320,75,2.2978023949999624,SELECT CAST(SUM(CASE WHEN T2.Consumption > 46.73 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM',,,True,True,False,366,75,2.3299577249999857,SELECT CAST(SUM(CASE WHEN T2.Consumption > 46.73 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM',,,True,True,False,320,75,5.182310884999879,SELECT CAST(SUM(CASE WHEN T2.Consumption > 46.73 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM',,,True,True,False,366,75,5.11806933600019,SELECT CAST(SUM(CASE WHEN T2.Consumption > 46.73 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM',,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
12,12,debit_card_specializing,simple,"In February 2012, what percentage of customers consumed more than 528.3?",February 2012 refers to '201202' in yearmonth.date; The first 4 strings of the Date values in the yearmonth table can represent year; The 5th and 6th string of the date can refer to month.,"SELECT CAST(SUM(IIF(Consumption > 528.3, 1, 0)) AS FLOAT) * 100 / COUNT(CustomerID) FROM yearmonth WHERE Date = '201202'",True,False,False,325,80,2.4461312219999627,SELECT CAST(SUM(CASE WHEN T2.Consumption > 528.3 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date LIKE '2012-02-%',,,True,True,False,379,78,2.4238519059999817,SELECT CAST(SUM(CASE WHEN T2.Consumption > 528.3 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date LIKE '201202%',,,True,False,False,325,79,5.451689343999988,SELECT CAST(SUM(CASE WHEN T2.Consumption > 528.3 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date LIKE '2012-02%',,,True,True,False,379,78,5.316983645000619,SELECT CAST(SUM(CASE WHEN T2.Consumption > 528.3 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date LIKE '201202%',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
13,13,debit_card_specializing,simple,What is the highest monthly consumption in the year 2012?,The first 4 strings of the Date values in the yearmonth table can represent year; The 5th and 6th string of the date can refer to month.,"SELECT SUM(Consumption) FROM yearmonth WHERE SUBSTR(Date, 1, 4) = '2012' GROUP BY SUBSTR(Date, 5, 2) ORDER BY SUM(Consumption) DESC LIMIT 1",True,False,False,318,19,0.5976058060000469,SELECT MAX(Consumption) FROM yearmonth WHERE Date LIKE '2012%',,,True,False,False,351,19,0.5944160980000106,SELECT MAX(Consumption) FROM yearmonth WHERE Date LIKE '2012%',,,True,False,False,318,19,1.303071897999871,SELECT MAX(Consumption) FROM yearmonth WHERE Date LIKE '2012%',,,True,False,False,351,19,1.2911037220001162,SELECT MAX(Consumption) FROM yearmonth WHERE Date LIKE '2012%',,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
14,14,debit_card_specializing,simple,"Please list the product description of the products consumed in September, 2013.",September 2013 refers to 201309; The first 4 strings of the Date values in the yearmonth table can represent year; The 5th and 6th string of the date can refer to month.,SELECT T3.Description FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Date = '201309',True,False,False,321,52,1.6133894549999468,"SELECT T2.Description FROM transactions_1k AS T1 INNER JOIN products AS T2 ON T1.ProductID = T2.ProductID WHERE STRFTIME('%Y-%m', T1.Date) = '2013-09'",,,False,False,False,370,50,1.5484423369998694,"SELECT DISTINCT T2.Description FROM yearmonth AS T1 INNER JOIN products AS T2 ON T2.ProductID = T1.ProductID WHERE SUBSTR(T1.Date, 1, 6) = '201309'",no such column: T1.ProductID,,True,False,False,321,53,3.5867302719998406,"SELECT DISTINCT T2.Description FROM transactions_1k AS T1 INNER JOIN products AS T2 ON T1.ProductID = T2.ProductID WHERE STRFTIME('%Y-%m', T1.Date) = '2013-09'",,,False,False,False,370,41,2.7940045510003984,SELECT DISTINCT T2.Description FROM yearmonth AS T1 INNER JOIN products AS T2 ON T1.ProductID = T2.ProductID WHERE T1.Date LIKE '201309%',no such column: T1.ProductID,,False,True,False,False,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
15,15,debit_card_specializing,moderate,"Please list the countries of the gas stations with transactions taken place in June, 2013.",June 2013 refers to '201306'; The first 4 strings of the Date values in the yearmonth table can represent year; The 5th and 6th string of the date can refer to month;,SELECT DISTINCT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN yearmonth AS T3 ON T1.CustomerID = T3.CustomerID WHERE T3.Date = '201306',True,False,False,324,58,1.7528476630000114,"SELECT DISTINCT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE STRFTIME('%Y-%m', T1.Date) = '2013-06'",,,True,False,False,373,57,1.7622358189998977,"SELECT DISTINCT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE SUBSTR(T1.Date, 1, 6) = '201306'",,,True,False,False,324,58,3.922668672999862,"SELECT DISTINCT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE STRFTIME('%Y-%m', T1.Date) = '2013-06'",,,True,False,False,373,54,3.7686112829997,"SELECT DISTINCT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE strftime('%Y%m', T1.Date) = '201306'",,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
16,16,debit_card_specializing,simple,"Among the customers who paid in euro, how many of them have a monthly consumption of over 1000?",Pays in euro = Currency = 'EUR'.,SELECT COUNT(*) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'EUR' AND T1.Consumption > 1000.00,True,False,False,327,50,1.5139572499999758,SELECT COUNT(T2.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'Euro' AND T1.Consumption > 1000,,,True,True,False,335,50,1.5493762429998696,SELECT COUNT(T2.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'EUR' AND T1.Consumption > 1000,,,True,False,False,327,50,3.380107194000175,SELECT COUNT(T2.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'Euro' AND T1.Consumption > 1000,,,True,True,False,335,50,3.4254958800001987,SELECT COUNT(T2.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'EUR' AND T1.Consumption > 1000,,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
17,17,debit_card_specializing,moderate,Please list the product descriptions of the transactions taken place in the gas stations in the Czech Republic.,Czech Republic can be represented as the Country value in the gasstations table is 'CZE'; ,SELECT DISTINCT T3.Description FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Country = 'CZE',True,False,False,322,60,1.8553513690000045,SELECT T3.Description FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Country = 'Czech Republic',,,True,True,True,340,60,1.8515693549998105,SELECT DISTINCT T3.Description FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Country = 'CZE',,,True,False,False,322,61,4.124679176999962,SELECT DISTINCT T3.Description FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Country = 'Czech Republic',,,True,True,True,340,60,4.07511982699998,SELECT DISTINCT T3.Description FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.Country = 'CZE',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
18,18,debit_card_specializing,simple,Please list the disparate time of the transactions taken place in the gas stations from chain no. 11.,,SELECT DISTINCT T1.Time FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.ChainID = 11,True,True,False,325,30,0.923128313999996,SELECT DISTINCT Time FROM transactions_1k WHERE GasStationID IN ( SELECT GasStationID FROM gasstations WHERE ChainID = 11 ),,,True,True,False,325,30,0.9281842620000589,SELECT DISTINCT Time FROM transactions_1k WHERE GasStationID IN ( SELECT GasStationID FROM gasstations WHERE ChainID = 11 ),,,True,True,False,325,44,3.0154552879998846,SELECT DISTINCT T2.Time FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.ChainID = 11,,,True,True,False,325,44,2.993451981000362,SELECT DISTINCT T2.Time FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.ChainID = 11,,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
19,19,debit_card_specializing,moderate,"Among the transactions made in the gas stations in the Czech Republic, how many of them are taken place after 2012/1/1?",Czech Republic can be represented as the Country value in the gasstations table is 'CZE',"SELECT COUNT(T1.TransactionID) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Country = 'CZE' AND STRFTIME('%Y', T1.Date) >= '2012'",True,False,False,334,60,1.8412021090000508,SELECT COUNT(*) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Country = 'Czech Republic' AND T1.Date > '2012-01-01',,,True,True,False,352,63,1.9382795840001563,SELECT COUNT(T1.TransactionID) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Country = 'CZE' AND T1.Date > '2012-01-01',,,True,False,False,334,64,4.349480338999911,SELECT COUNT(T1.TransactionID) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Country = 'Czech Republic' AND T1.Date > '2012-01-01',,,True,True,False,352,63,4.298470351000105,SELECT COUNT(T2.TransactionID) FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Country = 'CZE' AND T2.Date > '2012-01-01',,,False,True,True,True,False,True,True,True,improved,improved,both_wrong,both_correct
20,20,debit_card_specializing,simple,What kind of currency did the customer paid at 16:25:00 in 2012/8/24?,'2012/8/24' can be represented by '2012-08-24'; ,SELECT DISTINCT T3.Currency FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN customers AS T3 ON T1.CustomerID = T3.CustomerID WHERE T1.Date = '2012-08-24' AND T1.Time = '16:25:00',True,True,False,333,61,1.8787681210000073,SELECT T1.Currency FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-24' AND T2.Time = '16:25:00',,,True,True,False,358,61,1.8664471629999753,SELECT T1.Currency FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-24' AND T2.Time = '16:25:00',,,True,True,False,333,61,4.139796125999965,SELECT T1.Currency FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-24' AND T2.Time = '16:25:00',,,True,True,False,358,61,4.167592050999701,SELECT T1.Currency FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-24' AND T2.Time = '16:25:00',,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
21,21,debit_card_specializing,simple,What segment did the customer have at 2012/8/23 21:20:00?,'2012/8/23' can be represented by '2012-08-23',SELECT T2.Segment FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.date = '2012-08-23' AND T1.time = '21:20:00',True,True,False,330,62,1.912001853999982,SELECT T1.Segment FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-23' AND T2.Time = '21:20:00',,,True,True,False,355,62,1.9012354229998891,SELECT T1.Segment FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-23' AND T2.Time = '21:20:00',,,True,True,False,330,62,4.213603899999725,SELECT T1.Segment FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-23' AND T2.Time = '21:20:00',,,True,True,False,355,62,4.232932629000061,SELECT T1.Segment FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-23' AND T2.Time = '21:20:00',,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
22,22,debit_card_specializing,moderate,"For all the transactions happened during 8:00-9:00 in 2012/8/26, how many happened in CZE?",Czech Republic can be represented as the Country value in the gasstations table is 'CZE'; '2012/8/26' can be represented by '2012-08-26'; during 8:00-9:00 can be represented as Time BETWEEN '08:00:00' AND '09:00:00',SELECT COUNT(T1.TransactionID) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-26' AND T1.Time BETWEEN '08:00:00' AND '09:00:00' AND T2.Country = 'CZE',True,True,False,338,79,2.453852164000068,SELECT COUNT(*) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-26' AND T1.Time BETWEEN '08:00' AND '09:00' AND T2.Country = 'CZE',,,True,True,False,421,85,2.595362770000065,SELECT COUNT(*) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-26' AND T1.Time BETWEEN '08:00:00' AND '09:00:00' AND T2.Country = 'CZE',,,True,False,False,338,74,5.022268251000241,SELECT COUNT(T1.GasStationID) FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Date = '2012-08-26' AND T2.Time LIKE '8:%' AND T1.Country = 'CZE',,,True,True,False,421,91,6.234893062000083,SELECT COUNT(T1.GasStationID) FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Country = 'CZE' AND T2.Date = '2012-08-26' AND T2.Time BETWEEN '08:00:00' AND '09:00:00',,,True,True,True,True,False,True,True,True,both_correct,improved,regressed,both_correct
23,23,debit_card_specializing,simple,What's the nationality of the customer who spent 548.4 in 2012/8/24?,'2012/8/24' can be represented by '2012-08-24',SELECT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-24' AND T1.Price  = 548.4,True,False,False,330,62,1.9129669589999594,SELECT T1.Country FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Date = '2012-08-24' AND T2.Amount = 548.4,,,True,False,False,355,62,1.908596045999957,SELECT T1.Country FROM gasstations AS T1 INNER JOIN transactions_1k AS T2 ON T1.GasStationID = T2.GasStationID WHERE T2.Date = '2012-08-24' AND T2.Amount = 548.4,,,True,False,False,330,78,5.293124098000135,SELECT T3.Country FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN gasstations AS T3 ON T1.GasStationID = T3.GasStationID WHERE T1.Date = '2012-08-24' AND T1.Amount = 548.4,,,True,False,False,355,79,5.3535476840006595,SELECT T3.Country FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN gasstations AS T3 ON T1.GasStationID = T3.GasStationID WHERE T1.Date = '2012-08-24' AND T1.Amount = 548.4,,,False,True,False,True,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
24,24,debit_card_specializing,simple,What is the percentage of the customers who used EUR in 2012/8/25?,'2012/8/25' can be represented by '2012-08-25',"SELECT CAST(SUM(IIF(T2.Currency = 'EUR', 1, 0)) AS FLOAT) * 100 / COUNT(T1.CustomerID) FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08-25'",True,True,False,325,79,2.435676918000013,SELECT CAST(SUM(CASE WHEN T1.Currency = 'EUR' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-25',,,True,True,False,350,79,2.412992049999957,SELECT CAST(SUM(CASE WHEN T1.Currency = 'EUR' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-25',,,True,True,False,325,79,5.388274474999889,SELECT CAST(SUM(CASE WHEN T1.Currency = 'EUR' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Date = '2012-08-25',,,True,True,False,350,79,5.358641019999595,SELECT CAST(SUM(CASE WHEN T2.Currency = 'EUR' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM transactions_1k AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08-25',,,True,True,True,True,True,True,True,True,both_correct,both_correct,both_correct,both_correct
25,25,debit_card_specializing,challenging,"For the customer who paid 634.8 in 2012/8/25, what was the consumption decrease rate from Year 2012 to 2013?",'2012/8/24' can be represented by '2012-08-24'; Consumption decrease rate = (consumption_2012 - consumption_2013) / consumption_2012,"SELECT CAST(SUM(IIF(SUBSTRING(Date, 1, 4) = '2012', Consumption, 0)) - SUM(IIF(SUBSTRING(Date, 1, 4) = '2013', Consumption, 0)) AS FLOAT) / SUM(IIF(SUBSTRING(Date, 1, 4) = '2012', Consumption, 0)) FROM yearmonth WHERE CustomerID = ( SELECT T1.CustomerID FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-25' AND T1.Price  = 1513.12 )",True,False,False,346,75,2.2759039959998972,SELECT T2.Consumption - T1.Consumption AS ConsumptionDecreaseRate FROM yearmonth AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08-25' AND T2.Date = '2013-08-25',,,True,False,False,399,110,3.3776823569999124,SELECT T2.Consumption - T3.Consumption AS ConsumptionDecreaseRate FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID AND T1.Date LIKE '2012%' INNER JOIN yearmonth AS T3 ON T1.CustomerID = T3.CustomerID AND T1.Date LIKE '2013%' WHERE T1.Amount = 634.8 AND T1.Date = '2012-08-25',,,True,False,False,346,105,7.14765410300015,SELECT T2.Consumption - T1.Consumption FROM yearmonth AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08' AND T2.Date = '2013-08' AND T1.CustomerID IN ( SELECT DISTINCT CustomerID FROM transactions_1k WHERE Date = '2012-08-25' AND Amount = 634.8 ),,,False,False,False,399,102,6.930430761000025,SELECT T2.Consumption - T3.Consumption AS diff FROM transactions_1k AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Date = '2012-08-25' AND T1.Amount = 634.8 LEFT JOIN yearmonth AS T3 ON T1.CustomerID = T3.CustomerID AND T3.Date = '2013-08-25',"near ""LEFT"": syntax error",,False,True,False,True,False,True,False,False,both_wrong,both_wrong,both_wrong,both_wrong
26,26,debit_card_specializing,simple,"What is the percentage of ""premium"" against the overall segment in Country = ""SVK""?",,"SELECT CAST(SUM(IIF(Country = 'SVK' AND Segment = 'Premium', 1, 0)) AS FLOAT) * 100 / SUM(IIF(Country = 'SVK', 1, 0)) FROM gasstations",False,False,False,322,70,2.149724198999934,SELECT CAST(SUM(CASE WHEN T2.Segment = 'Premium' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Country = 'SVK',no such column: T2.Country,,False,False,False,322,70,2.1535475550001593,SELECT CAST(SUM(CASE WHEN T2.Segment = 'Premium' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.CustomerID) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Country = 'SVK',no such column: T2.Country,,True,False,False,322,70,4.725872330000129,SELECT CAST(SUM(CASE WHEN T2.Segment = 'Premium' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.GasStationID) FROM gasstations AS T1 INNER JOIN customers AS T2 ON T1.Country = T2.Currency WHERE T1.Country = 'SVK',,,True,False,False,322,70,4.755902464999963,SELECT CAST(SUM(CASE WHEN T2.Segment = 'Premium' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(T1.GasStationID) FROM gasstations AS T1 INNER JOIN customers AS T2 ON T1.Country = T2.Currency WHERE T1.Country = 'SVK',,,False,False,False,False,False,True,False,True,both_wrong,both_wrong,both_wrong,both_wrong
